Date,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APP,APTV,ARE,ARES,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BK,BKNG,BKR,BLDR,BLK,BMY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COIN,COO,COP,COR,COST,CPAY,CPB,CPRT,CPT,CRH,CRL,CRWD,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CTVA,CVNA,CVS,CVX,D,DAL,DASH,DD,DDOG,DE,DECK,DELL,DG,DHI,DHR,DLR,DLTR,DOC,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMR,EOG,EPAM,EQIX,EQR,EQT,ERIE,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXE,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FIX,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GDDY,GE,GEHC,GEN,GEV,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,IDXX,IEX,INCY,IR,IT,ITW,KO,LNT,MMM,MO,SCHW,STZ,T,TECH,XOM,XYZ
2022-10-25,1206000,74732300,5229400,6278900,7114400,1851200,1701400,3814600,3644800,4168000,2216200,1237400,1884300,2580000,4641900,2461900,3899000,385700,985400,1943300,1103500,1402200,1665900,994000,10349400,1435220,85501900,1115600,2548900,830500,2495200,50934600,12796400,949200,1033100,8117800,1350900,5647600,2220100,1862100.0,2362000,1407300,1602000,712000,617800,18246000,622200,971000,629600,3889100,222300,6515600,37132300,4298400,4747400,2602100,2517542,2968600,1276900,1822200,2431500,5950900,324800,9144600,1596700,956000,7874700,446900,3171000,6772900,12578200,5260100,3850700,20085700,3135600,3451500,5141700,2545000,1967900,744900,1377600,5489800,52082000,5082600,548800,1647200.0,1962300,6430700,1723900,1083400,1405300,1650900,2006900,791900,3983300,1247200,27008651,3025500,33440000,778000,2161000,8297700,3556000,2769300,14446900.0,1082400,7000800,1078100,2130900,616000,1677000,2641200,2174300,565200,1051900,2125100,19165200,2888800,19664200,1362400,5928600,3214900,4597400,17136000,13822400,7280600,4108700,7755600,3317700,9077937,5505900,1402500,4065000,2434300,2470500,3134300,3999888,2796300,2612100,7387000,1208900,5202500,610500,1708800,2279900,2781000,631200,6541000,2197300,1634500,6544200,1052500,1535400,1570800,295900,3788700,2065400,1411300,245700,2385500,4173200,327700,478600,1937400,13084100,72100,1797400,380700,2782400,1837600,1967000,6208000,7483700,1809800,1446700,1951200,863200,66391600,1711100,8073400,15134000,357500,3077700,4042400,881000,278600,5692200,5327400.0,4477500,205500,1024500,2444500,612500,2046500,5524300,6280426,1283000,859200,15445168,,3770200,,6711800,3389700,669800,15604600,25537500,2523700,29910200,40611400,1441700,1599100,1592300,1837700,21453900,976800,19309800,2330300,2791600,1886100,326000,2648500,1658900,3084433,16719900,7136800,3049800,1121000,13158300,1069800,1250285,1179200,3021600,5957600,543200,466600,1054300,2518400,589700,2157800,28829900,2674400,5997581,8282100,5144600,1712500,58235100,924000,15719800,12990600
2022-10-26,1381900,88194300,4727900,4263100,8290100,2069300,1772500,4207700,6726400,3741600,2942400,1180100,948000,2197600,3305400,2276300,3377000,1666600,815500,1389200,1051200,1296000,1799200,898100,8989100,1311400,79761600,989500,3008900,860100,2512300,68802300,15498800,1144800,1416900,8074400,1242200,7385800,1708100,1649700.0,1860900,873700,1632500,780900,1078000,29291000,1449900,721800,531100,3559100,125000,29406500,41104600,2437500,5030900,2340400,2347858,2493700,883100,2825100,2059900,6690000,375600,8108300,1497100,1069200,10417400,520600,3294100,3454700,22187900,4396000,2832400,16516200,3540300,2431700,4953000,3546000,2151500,654000,1860900,3500600,58695700,2485800,516200,1370100.0,1833900,4645500,1751300,1105600,1179300,1770300,1334600,1030800,3624800,1260200,34201191,2171200,51090000,835900,3096400,3676300,3132200,2191900,14102500.0,1606000,8139100,909800,2088700,500000,2122100,3171200,914200,525700,559900,2358900,20051000,5832700,21083400,1776800,5239100,2249800,5580600,14122100,7619300,6865300,4203600,9418900,3387100,7240983,5823100,1157500,3901800,2339600,1693500,2723200,5127662,2587300,2074400,6027700,1762200,6020700,826800,1791700,1845000,2938300,770000,7803200,2544800,1357500,5856200,769500,1941100,1471300,327700,1590100,1491600,1278600,507300,2014700,3848500,245900,424300,3778800,12465700,86200,1714100,721600,2057500,1781400,1458100,4502500,13319500,2198700,1118200,1719200,945000,86833600,1690100,6442000,19799800,216500,3733800,5790700,2176200,259700,5255500,6248000.0,3485800,184500,1279900,2424200,445500,2939800,5972700,5620907,1389200,645600,12975572,,3379000,,8763100,3082000,623000,7357600,19638600,1679500,71504300,88114100,995000,2020500,1712400,2176700,17036000,1244100,14198700,1481500,2615000,1859400,323400,3590500,1351700,4459277,14151600,6935800,1960100,1145300,7067900,875900,718297,1080400,4502900,5139000,488100,803700,1189900,2368000,542200,1821700,15831400,1876400,5535088,12132000,5788500,828500,65157700,1493600,17383800,12535300
2022-10-27,930700,109180200,6850400,4594000,6610000,4057900,1927800,2870200,4666400,3210600,1806100,1625000,1290000,2740500,3732300,2345800,3573300,1333000,1272900,1298700,1000200,4187900,2234800,1575800,6822500,1328980,83871400,1025700,2260900,709500,3414500,129605400,21060000,965200,1332100,8040800,987100,7170400,2639300,2431400.0,1958800,817800,2257000,637400,1173200,18512000,1186100,1021600,395200,2101300,235200,13754900,35261900,1905300,8921400,2451000,1146962,3357700,762300,1840500,1399400,6395700,375600,9359800,1202800,943600,9298600,502100,4273800,1613800,7599800,4348600,1885500,15687900,4083100,2187700,7529900,7872200,2061300,599100,3166600,3095200,48689900,2169000,649100,3345800.0,2161800,3137500,2362300,1258400,2018400,1422600,2045100,673800,5128900,1391600,41570427,2033800,26705000,911600,3205800,2992400,2833500,3468900,5967600.0,876400,8948500,985700,1576600,803400,2999500,3368800,831800,593400,981800,2285800,18102500,3646400,14100600,1416800,6441000,2543400,3822600,8891100,5610700,9177400,2762100,8440400,3611000,5912143,4096100,2043100,4287000,3395800,1652500,2858600,3711458,3087000,2921900,3734500,704300,4524400,899600,1254100,2611000,3367400,1433900,7410900,3774100,2233800,6130400,982800,1586700,1361800,510100,2317900,1237200,904600,588000,2412300,3300500,290600,499100,2897100,11762300,64300,1622300,1174400,2015100,1947000,1295500,4338700,9687800,1528500,1039500,1834100,720400,88421500,2421100,6652200,14606700,191400,1646700,4534300,973500,351900,7521900,7085000.0,3984900,355300,1304900,3663700,622200,3135900,4246200,3943446,1140300,917000,10105505,,9367300,,8881200,4727900,808500,4848100,13842600,1434000,54036500,60710900,1043300,2544300,997200,1998800,14543000,1240900,15781200,1642500,3041500,2360100,337100,2598200,1240700,5043994,15153000,6395800,2210400,1761500,8116800,972100,481962,953200,2976200,3993200,491800,588000,899900,2656600,602300,951000,16026100,1688000,4444934,11332300,16821900,601100,53975500,848800,18214000,9601800
2022-10-28,901900,164762400,10812200,4757300,5768100,13153300,2306300,3008400,3482000,1901100,1589200,1051900,913300,2633900,5180300,2583400,4758700,890700,1292600,1142500,940600,1865500,2222600,860300,6388600,1478780,78198600,2182600,2924100,638900,2613600,223133400,12880400,1248900,1063200,7177100,921000,5418800,2430100,1446300.0,1700600,671800,1432300,493300,1123900,23094000,565300,845900,372400,3383100,210000,7941100,31659100,2698800,6383000,2344500,1594961,3765200,960300,1124000,1543600,6189700,460700,6770300,1138500,862600,10301400,476100,4627600,1301800,11131100,5431800,2161200,13457900,3474000,2137000,5534100,5161000,1850300,675500,2002800,2973300,42739400,1944800,513300,1958000.0,2783500,3603200,3341500,1123300,2345400,1420000,1421400,635900,5613100,1597400,36719738,1658300,19240000,851800,2169900,2609500,2803400,4403200,7372100.0,926000,7293200,848200,2369300,582600,2284300,3377200,1126600,625300,331900,1872700,17978300,2207500,14182700,1354400,5753000,2871800,2951200,8569600,6761600,10773900,3065500,7315400,6721100,5295523,7762200,1712300,5255400,3062300,1969400,1930400,3743042,1782200,1770600,3244200,946900,6943200,481600,1326200,1584800,3139200,5449900,7861200,9279800,2213800,7750500,1084000,1605200,867100,709800,1961400,2050600,777200,682800,2499400,3016600,362300,456100,2671600,8361400,80300,2071400,958400,2885100,2291400,763900,18719700,7594400,1091800,929600,2549100,881300,55777900,2005400,6595800,13156900,215300,2568600,3694600,695700,207400,6560100,5654700.0,2990900,262700,1236100,2844400,409800,5669700,3795400,3973702,1526900,862500,8648081,,4489300,,27665700,2693800,1135800,3517400,10459800,2312500,35696900,43697300,864200,2654300,976800,1677100,10736500,1875700,14443300,1390400,3243100,3291500,408600,1671800,2102100,5191155,12289200,8033300,1597200,1549100,5267300,862900,570910,1169400,7638700,5965500,454500,422600,1114100,2289900,426400,938600,12888900,1343900,4559870,9253700,11482000,834800,55833900,806000,28169400,10612200
2022-10-31,1307600,97943200,8604800,10733800,5885600,93699400,2364500,3253200,3078300,4720600,1711400,965000,1178400,4104000,4763400,5193600,5647900,678800,964500,1401900,2300800,1990100,1892200,864300,6875400,3349380,73274100,2265100,3033600,774500,2513500,99251400,13500400,1130200,2528000,5944300,1342200,4964800,2667400,1749200.0,1625000,771000,1125300,1107600,937900,19259000,484000,956300,556300,3042900,188700,6212200,32565500,2411700,4766700,4339000,1671281,6670900,1335300,1471800,1086100,4365000,358200,8713700,1347200,1037400,12380800,654900,4626400,1933400,8635800,3515400,2002200,15600400,3961300,7830900,5508200,3786100,2559600,1084500,3032300,3297200,49289000,1544200,839800,2276600.0,3382300,4072100,4854500,1682600,1577700,1835800,1531300,1907300,6690600,2078400,27599769,1610200,14870000,820300,3529400,2599400,4470200,2886900,10648400.0,856800,7121000,1045500,2192200,505800,1790100,4024000,1085400,482100,430900,2190200,17793700,3113000,15539100,1832400,7012700,3759100,3672900,12557600,7401400,13281000,7312800,10301300,13377700,7026122,4077500,1638400,3229800,2578800,1765500,2550500,3328051,2400200,1955800,4812000,958900,6434000,547000,1085600,2481300,3237600,3364000,8429600,4048700,2941200,6860700,2108100,2381400,1526200,422700,2289900,2636500,1131700,559800,6653600,4138000,519900,540400,2219100,10788100,109200,2348000,1070600,2773200,2584600,1714700,8015400,6293500,2073800,1324000,2599600,786000,54676700,2053300,6414000,13138500,306000,1911000,6060200,547400,271400,6770600,5317700.0,3583500,274400,1322600,3363700,1113400,7117000,5405900,2722075,1480900,822400,10585428,,5738600,,14674300,4106500,765000,4122500,13957700,1919000,29868700,31675000,1841600,5555200,885700,2224000,9793700,1256900,17296900,1424900,4210900,1846200,294700,2701800,2379800,4703837,13517000,5403100,2389100,2398000,9077100,958500,409514,1166700,6714200,4915300,675500,452500,2203800,2373600,495400,1294100,14016400,1671900,5174135,7711600,10450800,1037700,47573900,1587200,26401800,10545300
2022-11-01,1182900,80379300,6351200,15979800,5249400,9579300,1537200,2467700,2322800,2324200,1522600,1105500,1125100,4169800,4851400,3874700,6844400,714400,1074600,1223200,1276200,2003400,1508000,790100,6105600,2102720,83806700,1914000,2062600,577800,1907000,153370000,21069200,816100,1110000,5803900,872600,5904600,3180600,2333200.0,1701600,647500,1288300,739200,741700,16324000,436200,1791800,631600,2675500,130300,5758600,29913200,3656700,3555600,3128000,2779829,8809200,722600,1023400,1068700,3911800,348900,11389800,1085900,771100,8870700,616000,3837000,1001200,7741800,3675500,1006900,15505200,3221200,3287100,5129100,2717500,2298300,897600,2246600,2768400,52041000,1299600,1006900,1467400.0,1829000,5974100,2328500,1561300,2530400,1713600,1162800,1103700,3716000,1566100,24896311,1559400,14305000,1034900,2200900,2422500,5735900,1907500,8238200.0,1176400,5875600,1154000,1586300,589800,1614800,3261600,664900,455800,1123000,2581000,12088700,2414700,16785100,1466000,6588100,2427000,3694100,19014900,7009000,9185600,3780400,9195500,9471700,10208646,3507800,2269000,3116400,2227300,1417400,2289700,3382421,3877000,1562000,4459300,856900,4892300,665000,1009400,1221600,2889100,1881500,10730300,2945400,2576700,4960300,3674300,1261700,1056300,561400,1678600,3042900,918500,373300,4960400,3887500,495500,590500,1600200,6965100,92000,1536900,563900,3128500,2308000,1377700,7691200,5368600,2091800,769300,2519100,676700,47454700,1773700,8432800,16684600,263600,2199500,3732100,514700,166600,4008500,5207900.0,2581300,236900,1495300,4272200,614800,3621600,4765900,2234933,1005300,813600,9174391,,4223400,,10553100,8683500,652600,4012800,10840600,1992100,43220600,47161400,822500,3145700,795400,2316600,9626600,850700,10520900,1084800,3309100,2191000,292500,1785900,4200900,4643573,15357800,5113000,1656700,2283900,7194400,847100,451952,1635600,4343400,3590600,956500,326300,4135900,2054000,1346600,818500,10659500,1683200,2549633,4859200,5430600,851500,48025700,2727200,22213100,12013900
2022-11-02,1806100,93604600,5345000,29191400,5196700,6385800,1727200,3480000,3327700,2797300,1592400,2115900,1683700,3166600,3976100,3970400,6611300,860900,1153200,1075000,1594800,1347500,2446000,1118400,10650300,2888500,142669400,1372000,2637300,562600,2655500,135761800,13444800,713500,1144700,7690800,1471500,5387600,5102900,2620000.0,2721500,948700,1198600,748300,958500,21070000,542200,1523900,842400,2851600,157700,20236100,57380600,3962700,3947000,3223500,2600604,6867200,872800,1521200,1498000,4617800,605900,10568600,1840400,1061500,8570700,1126700,4269000,1415800,12423900,6420800,1137200,20306800,3855300,3093600,5876900,3150000,2227100,896300,3632100,2718500,52525000,2667200,1350900,1966100.0,3706200,4356000,2147200,6191900,1431600,2190200,1245300,914400,3991800,3088000,26980055,2564600,26475000,1355400,3050300,2944400,4770400,2617900,12700900.0,2009200,7680400,1196000,2464400,706600,2224300,4242000,815300,771700,1222500,4432800,15308800,2653500,15289700,1627200,7712600,3989100,4385400,13984700,15502000,8087500,3134100,13959700,6871000,21197866,8664700,1719300,3133200,2865600,1388100,3662200,5104313,3506100,2321400,6143100,1449300,7310300,1064900,1258100,1854400,3061200,1470000,36589400,3223400,4902200,8531900,2591800,1689200,1123800,617900,3324500,7665000,1053600,454200,6772100,5641000,504900,677600,1848900,6941800,77800,1761100,467900,2908100,3852200,1365100,11860500,8601300,3606000,1690000,3042300,3179700,73673500,1988900,9162200,20061600,232800,2281900,3353500,844100,245600,6890700,6184700.0,4689600,315300,1057900,4290000,742200,3599700,9976900,2052604,1419800,1302600,10230221,,7003900,,9785000,4252700,796000,3869300,13324200,4763300,43553600,57038300,1101900,3735800,910700,3221200,10202400,1175700,16340400,1296100,4426400,2309400,477100,1926600,3419700,4978955,14840900,5789600,1814700,1653200,11017600,1155700,765914,1491800,4384100,5360500,914800,336900,3108600,3045100,789300,984100,14549200,1725800,3063793,9000600,5139100,768000,49201100,2304400,20654200,15357900
2022-11-03,1199400,97918500,3850700,10099300,4873400,3742700,3225500,4897100,3706400,1992800,1987000,1939800,1937100,4020800,4106100,2881100,5603300,739400,711700,1571100,2240900,1276900,2815400,1076400,6849700,1969720,95279900,1204000,2779500,652700,1703800,136683300,8249600,517300,1099000,9835000,2524600,5144000,3857600,2597200.0,3180600,538300,1390000,865300,847800,23887000,428300,1029000,795700,3960500,123100,16212600,30046500,4660900,3176700,2603900,2922420,3590300,633000,960400,869100,5055300,742600,7866900,1879700,717200,9062500,1016900,3122900,1046600,5802400,4766000,1083100,16025800,3051100,3478900,4270600,3570400,1561800,765400,1681100,2224300,63837000,1870200,934700,1484400.0,5399800,3192200,2277300,2439800,1190500,2902600,1588600,630600,3001600,1553500,31133886,973300,19275000,2438900,2068600,2321200,4054300,2622500,14238800.0,1059600,13209100,1748600,2010400,1054200,3430200,4251200,1252200,742900,658700,4000300,17895600,2056300,19382000,1742800,7092100,8195500,5408700,16169100,8406400,6607800,3770400,10291100,11893200,12255681,10609700,1627400,2968200,2385300,1430200,3004000,4596713,2499800,1467500,5780900,1063000,5122300,895100,930800,978300,3132300,1387800,18048600,3183400,2340800,14052700,3096100,1583300,1146100,450300,1732200,3467200,735000,277200,5364900,5368000,930700,831200,1671100,5142400,58700,1677200,792800,3720700,2298000,2044700,12897400,14922000,2672400,1052200,5483400,1470500,58782600,2226700,8833800,15062200,236000,6053200,2440400,575700,199300,26902100,7059500.0,4584500,186000,1215800,2601000,578200,3502400,16959800,2325966,1307900,1082600,13947456,,6462700,,8261100,3164800,442200,3546400,12128600,2877300,48510400,61288000,802200,7878500,652700,2515600,8436500,1665300,13878400,1486000,4823900,1305700,820400,2162400,1830000,4937576,11064100,5423500,1300900,1220200,9950200,1412800,534234,1566300,2788100,4442400,853800,396100,1165700,4467300,516700,1281000,9194000,1382900,2400252,5705700,5370400,999700,41249400,1822400,17103700,20802100
2022-11-04,1272100,140814800,4623700,9717400,4902800,3714100,2496300,5738300,5004300,2787000,1468600,2641300,1777400,3304300,4356000,2906400,3443500,1085100,836100,1825800,1480500,844500,2337800,804200,8692700,1690640,84791300,1221300,3402000,634500,1788100,129101300,15840000,576300,1008500,8846700,2038000,5406200,3327200,2813300.0,3071000,549000,780600,560500,1839500,28891000,621000,800700,535800,3322100,155200,9396200,39369400,3075900,3864000,2107000,3030667,3333600,710100,840700,894500,5520800,438700,7314500,1967000,707300,8188000,970000,3925300,2228200,5918100,3411500,1907100,15204100,5220800,5580400,3400600,4973800,1864200,1123500,1520700,2136500,51717100,2998700,646600,1974300.0,2441800,5909400,2215300,1870500,1221900,2230400,2137200,514900,3947400,987600,30902347,2069600,12810000,1238200,2782500,4283400,4513200,2301300,18901400.0,1183600,10663700,2719300,1987300,780100,2515700,3649600,1211100,604400,733200,8248500,19648700,1986800,13867700,2230000,22514200,5169200,5722400,71102800,9416000,7491900,7620900,9712000,20529800,11380941,8624200,1548500,2946000,2816400,1704100,3109400,3380503,1847800,1165900,5464100,854800,10593100,894000,884800,2148900,4813400,969500,14218400,3208800,2231500,7329900,2665600,1969700,1131100,587400,1368300,6164600,1109100,333100,5107000,8057500,518600,776800,2285400,6079800,45700,1268200,559200,2915600,2590200,2309200,6172600,12529700,1616300,1520900,6579100,1197500,61489100,2899900,6875200,30363400,244300,1473800,3059300,603800,171800,22112500,6052700.0,5836700,174000,1116000,3799300,988400,3261900,9579800,4199026,1385000,3437600,11558435,,3836800,,9103300,2856500,569100,3736600,15089600,2494100,40173300,51124900,599600,4761000,742900,3172700,12184700,1540000,16228700,1648000,4401600,1247000,361400,3185600,2200200,4376625,12930100,13497700,926200,1281500,10097500,1833700,765386,1519400,5309400,4178000,560200,314200,2178900,2539000,588700,774600,9725900,1341900,2775438,5512000,9053600,939900,39458700,1261200,17541500,44563400
2022-11-07,1213600,83374600,4304000,7972700,4903700,2725700,2170000,3980700,3981600,2821800,1250400,2247200,3203600,3038600,5138600,2011900,3640800,1168600,716700,1818600,871800,911000,1284600,775800,7684200,1193780,62722500,1611800,2926700,352400,1828800,77495700,7578000,595300,992000,6503200,1367800,5482400,3104200,2831800.0,2875900,670800,688500,667600,1349100,17687000,446000,718600,554400,2918000,89800,10220300,37533700,1731600,4623300,1978500,2458394,3175300,612100,1721700,1265900,5968700,433900,8421400,2495700,798500,7683400,588100,3522000,1103900,6261500,2870600,1512100,11792300,3181100,3667500,3730200,3405600,2389400,881300,1361700,2454900,46375900,2085300,530000,2120300.0,2130700,4805500,1302400,1727900,1085200,1566600,1542500,667200,3052500,890300,28448247,1738400,12350000,1362600,1979800,3635700,4032500,2452400,13659100.0,854400,6882400,1393600,2036000,617100,2229900,6569800,984600,494800,610700,5413900,21383000,3313700,9927500,2813200,13708500,5007300,3421800,52554300,5595400,7578000,20566200,6998500,8817300,10428526,4581800,1186300,2947200,2497900,1788700,2538900,2752884,1480400,2822300,4649000,722300,5849000,807400,1071800,939500,4501300,737300,9347000,1927300,2714600,5258300,1818400,1600100,872900,301600,1849200,2725300,1041900,359200,3754800,4494800,637600,517600,2022600,8365000,54100,1971300,711000,2339700,3232600,1444500,5785200,11146200,2247400,1532700,4206700,1330000,48176900,3424400,4643800,12396400,132300,1711900,4328000,464100,227100,9384200,4086200.0,3281700,223000,1433900,3419000,672600,2622900,6168100,3833570,846900,2226200,12864178,,7732300,,8989300,2178400,526500,3255700,11526900,2935300,26899900,34078900,680500,2922600,628200,2526900,9744300,1408800,13719300,1254600,3260200,1749900,323100,3028000,1696500,2834674,11777000,8825700,1445900,939600,6376500,904900,323341,1390000,2440900,4043100,437800,333400,1536600,2640500,383600,1083800,8849700,2444700,2289503,8277000,5633700,656700,39985200,4941600,16008000,22867900
